"sigOBS","sigPRO","muEI1","muI1S1","muI1I2","muI2S2","muS2S1","rho","bT","q","c","delta","S1_0","S2_0","E_0","I1_0","I2_0","K_0","F_0"
0.0283,0.0831,40.3492,12.2182,13.9073,1.3625,0.3802,0.467,5.1723,0.4756,0.2096,0.02,0.8799,0.0591,0.0335,0.0171,0.0104,0.9891,0.8208
0.3552,0.3142,15.2425,14.3662,6.0327,1.3133,0.9212,0.0396,2.0232,0.7409,0.2909,0.02,0.8083,0.0785,0.0272,0.0793,0.0067,0.0037,0.7029
0.2315,0.2479,21.619,6.2438,9.3824,2.1658,0.0201,0.0934,3.7325,0.9091,0.8472,0.02,0.7508,0.0777,0.0384,0.0597,0.0734,0.8183,0.8892
0.2323,0.0634,19.0533,5.3289,9.795,2.165,0.1712,0.666,1.0394,0.1751,0.0803,0.02,0.8082,0.0203,0.0823,0.0807,0.0085,0.6413,0.8599
0.3512,0.401,18.6211,11.1944,8.7254,2.5139,0.0789,0.3864,9.0067,0.1551,0.9253,0.02,0.8004,0.0616,0.0613,0.0764,3e-04,0.0756,0.545
0.3226,0.2316,28.64,13.0535,6.3855,0.9569,0.0851,0.8856,6.3091,0.1133,0.8505,0.02,0.8104,0.0827,0.024,0.0531,0.0297,0.5843,0.0097
0.0385,0.3841,46.6973,3.9192,3.1446,1.9403,0.8467,0.7307,0.3314,0.0748,0.1972,0.02,0.8239,0.0273,0.0395,0.036,0.0732,0.4328,0.5381
0.3376,0.373,32.0983,15.7328,15.4068,0.3899,0.4699,0.7994,3.7463,0.4518,0.58,0.02,0.7854,0.06,0.0155,0.063,0.0762,0.8432,0.9043
0.2662,0.2065,22.6239,15.0413,3.4013,2.5634,0.8215,0.2869,8.6336,0.307,0.969,0.02,0.7623,0.0484,0.085,0.0714,0.0328,0.0974,0.7365
0.4898,0.0856,39.3748,13.9156,9.4573,0.9247,0.31,0.9485,7.8239,0.8232,0.6475,0.02,0.7491,0.0754,0.0504,0.0566,0.0684,0.1365,0.6114
0.2619,0.0438,17.4955,10.4425,14.0028,0.2382,0.0451,0.3771,4.4553,0.7704,0.8837,0.02,0.855,0.0419,0.0598,0.0189,0.0245,0.6609,0.3355
0.0583,0.4972,60.1787,3.4289,5.1341,2.2062,0.4012,0.2319,4.7377,0.2548,0.0147,0.02,0.8261,0.0131,0.0678,0.0545,0.0384,0.8597,0.7876
0.1744,0.4936,27.635,3.2056,14.5757,0.2774,0.5862,0.151,0.5686,0.6267,0.6221,0.02,0.756,0.0476,0.0292,0.0888,0.0785,0.0355,0.1955
0.3083,0.3874,50.4507,7.0241,9.6154,2.454,0.602,0.3785,4.3895,0.1759,0.3322,0.02,0.7939,0.0904,0.0011,0.0761,0.0385,0.0406,0.9012
0.4699,0.0115,60.8018,8.9424,6.7012,0.8898,0.9758,0.3293,9.6405,0.5897,0.7607,0.02,0.7838,0.0568,0.0827,0.0023,0.0744,0.6217,0.2765
0.1937,0.0855,57.893,4.8852,2.0365,0.2289,0.7654,0.4476,8.6558,0.3203,0.7915,0.02,0.8353,0.0724,0.008,0.0417,0.0426,0.4431,0.8346
0.4344,0.4822,34.0773,5.1058,12.7879,0.1822,0.7845,0.0418,8.347,0.1499,0.3094,0.02,0.8476,0.0388,0.0129,0.0744,0.0262,0.4346,0.1448
0.4248,0.4976,37.8951,12.7813,13.8374,1.9356,0.2544,0.5216,4.9572,0.5035,0.7338,0.02,0.8841,0.0483,0.0298,0.0064,0.0314,0.7111,0.1888
0.3289,0.204,20.1233,4.1613,8.6486,0.8992,0.1894,0.5907,4.1048,0.4751,0.2545,0.02,0.745,0.0653,0.075,0.0625,0.0522,0.122,0.3413
0.4034,0.3275,53.3292,9.4853,13.8388,0.2737,0.2801,0.9045,8.1902,0.8604,0.9077,0.02,0.8308,0.0223,0.0344,0.0337,0.0788,0.4367,0.5351
0.034,0.4878,16.9036,16.6751,3.174,0.6899,0.5281,0.6462,5.5085,0.6609,0.6574,0.02,0.8516,0.0595,0.0315,0.0501,0.0074,0.5694,0.4617
0.3594,0.4602,23.1376,11.5585,17.6735,0.462,0.7525,0.8271,2.3356,0.7245,0.1012,0.02,0.7994,0.0731,0.0386,0.0441,0.0448,0.1008,0.7944
0.0147,0.2606,27.3559,5.6223,12.9626,0.945,0.3865,0.182,3.6177,0.1459,0.3173,0.02,0.8237,0.0831,0.0362,0.037,0.0199,0.9564,0.8032
0.1644,0.0591,58.6125,2.2739,16.1942,2.8508,0.7193,0.3007,6.2124,0.2146,0.4822,0.02,0.8264,0.0562,0.0349,0.0683,0.0142,0.0536,0.5582
0.4051,0.1045,16.8744,7.3088,6.6676,0.7745,0.7808,0.4326,9.2984,0.221,0.2621,0.02,0.7663,0.0696,0.0441,0.0491,0.071,0.2316,0.4642
0.4044,0.0597,31.6105,7.452,7.3541,0.62,0.0433,0.1586,2.5109,0.4551,0.0486,0.02,0.7637,0.0405,0.0697,0.0697,0.0564,0.4131,0.028
0.1214,0.3579,30.2897,4.8493,12.7117,1.3081,0.3454,0.0149,1.8728,0.0597,0.3051,0.02,0.778,0.0079,0.07,0.0726,0.0715,0.6218,0.9034
0.4853,0.4137,58.0989,5.1419,9.5232,0.5847,0.6025,0.5033,5.5188,0.145,0.7604,0.02,0.8137,0.0726,0.0754,0.0026,0.0357,0.1273,0.0219
0.3467,0.3631,31.3912,15.7682,14.2329,0.9508,0.4745,0.499,4.0378,0.0759,0.481,0.02,0.7793,0.069,0.0343,0.0594,0.0581,0.7734,0.558
0.388,0.1586,15.837,4.663,14.8029,0.725,0.7475,0.215,1.9476,0.449,0.622,0.02,0.8113,0.0277,0.0696,0.0722,0.0192,0.2779,0.2316
0.4825,0.3601,42.659,12.7433,16.4335,0.2031,0.0153,0.5987,9.7426,0.6376,0.7016,0.02,0.7749,0.0655,0.0797,0.0566,0.0233,0.4064,0.4387
0.1338,0.0313,15.3401,4.5425,16.6403,1.8649,0.9656,0.128,8.0926,0.4018,0.259,0.02,0.8979,0.0052,0.0743,0.0201,0.0025,0.5602,0.0851
0.0201,0.4315,38.5112,7.3304,8.8314,1.6466,0.844,0.8249,2.4919,0.615,0.2802,0.02,0.8356,0.0115,0.0407,0.078,0.0341,0.4985,0.0872
0.1061,0.3768,19.6808,17.0332,15.164,2.4803,0.2098,0.0226,8.9424,0.051,0.3253,0.02,0.8669,0.0376,0.0792,0.0086,0.0077,0.3869,0.5747
0.4849,0.066,20.0523,8.5023,12.7974,0.9962,0.6057,0.2536,2.031,0.7205,0.6707,0.02,0.8018,0.0678,0.013,0.0433,0.0741,0.9502,0.1972
0.4206,0.0719,40.1182,2.6442,5.5127,0.581,0.3983,0.2914,3.6576,0.2875,0.7226,0.02,0.8497,0.0544,0.0219,0.0319,0.042,0.7887,0.6928
0.4309,0.4677,16.3481,8.2939,6.9506,2.4985,0.0104,0.0412,9.2935,0.2885,0.162,0.02,0.9075,0.0296,0.0064,0.0237,0.0327,0.6582,0.4833
0.3357,0.3643,31.3293,13.3898,9.6351,0.6108,0.758,0.0661,4.0906,0.6324,0.4843,0.02,0.8059,0.0647,0.0255,0.079,0.0249,0.0383,0.8265
0.4331,0.1185,27.744,7.517,8.8286,0.385,0.1318,0.9502,1.8403,0.617,0.6996,0.02,0.864,0.0189,0.0721,0.0297,0.0153,0.4738,0.0021
0.1202,0.3141,23.6409,3.8379,2.1004,0.6401,0.9828,0.5059,1.5823,0.1821,0.6164,0.02,0.8227,0.0928,0.0179,0.0494,0.0172,0.3345,0.2644
0.1936,0.2503,45.2294,12.3105,7.9782,1.9702,0.8761,0.1576,2.9638,0.8419,0.956,0.02,0.9005,0.0448,0.0147,0.0073,0.0327,0.6762,0.9317
0.316,0.0342,44.4084,4.7849,9.6435,1.2936,0.8517,0.7471,2.8823,0.1087,0.2201,0.02,0.8097,0.0066,0.0359,0.0677,0.0801,0.3848,0.975
0.1104,0.0167,37.5818,11.8088,17.3886,2.0009,0.3103,0.2361,6.4013,0.8771,0.7963,0.02,0.7719,0.048,0.0635,0.0536,0.063,0.2374,0.29
0.4128,0.1279,40.3713,9.2615,8.1302,2.4297,0.792,0.1205,5.4158,0.3884,0.4609,0.02,0.8082,0.058,0.018,0.0821,0.0337,0.103,0.3682
0.406,0.2445,31.1481,2.3189,8.8947,1.4868,0.1393,0.5396,3.9706,0.2618,0.5181,0.02,0.9012,0.0366,6e-04,0.003,0.0586,0.0578,0.1922
0.3811,0.3792,33.6251,11.5063,7.5436,0.7394,0.0333,0.1772,0.2716,0.0115,0.222,0.02,0.8222,0.0488,0.0472,0.0021,0.0797,0.1296,0.6098
0.2459,0.2942,19.2451,5.8464,14.1151,1.1699,0.3366,0.6131,0.659,0.0937,0.1419,0.02,0.8133,0.0625,0.0456,0.0735,0.0051,0.0502,0.3576
0.4628,0.3306,15.4436,3.7523,6.5771,2.792,0.7793,0.3218,7.7054,0.4439,0.3721,0.02,0.8906,0.0457,0.0029,0.0599,9e-04,0.1669,0.7199
0.3654,0.2107,55.6747,17.903,7.4206,2.4599,0.0495,0.884,5.668,0.1251,0.6398,0.02,0.7883,0.0442,0.0407,0.0896,0.0373,0.0813,0.6107
0.0586,0.1449,40.9967,6.0038,12.4813,2.5095,0.2954,0.0998,5.4644,0.3886,0.9054,0.02,0.8518,0.0369,0.0342,0.0593,0.0178,0.9863,0.5556
0.3968,0.3937,34.8802,2.2453,5.8264,0.774,0.7386,0.5011,0.9889,0.0098,0.3445,0.02,0.8025,4e-04,0.0778,0.0621,0.0571,0.8758,0.8129
0.28,0.3767,58.5333,15.978,12.1754,1.0502,0.3913,0.5427,2.535,0.5238,0.3196,0.02,0.8372,0.0049,0.0905,0.0144,0.0529,5e-04,0.6664
0.2218,0.0921,19.8823,15.4906,8.5103,2.2712,0.64,0.9709,6.2964,0.4257,0.8882,0.02,0.7873,0.0175,0.0782,0.0627,0.0542,0.1606,0.6723
0.0592,0.4345,14.5085,7.1526,14.3205,1.3266,0.939,0.9326,4.2747,0.9248,0.966,0.02,0.8946,0.0031,0.0914,0.0055,0.0054,0.2473,0.5984
0.417,0.4999,25.562,11.0045,17.6362,1.9962,0.9767,0,4.0318,0.8583,0.0095,0.02,0.8577,0.0216,0.024,0.0636,0.0331,0.314,0.8409
0.387,0.1821,53.1882,12.1433,6.6238,2.9025,0.4452,0.5578,8.1191,0.669,0.5319,0.02,0.7856,0.0138,0.0813,0.0492,0.0701,0.3032,0.0787
0.3609,0.4656,48.496,2.1991,14.2792,2.7818,0.7977,0.9103,2.1495,0.2579,0.6223,0.02,0.8284,0.046,0.0092,0.0719,0.0445,0.2082,0.6465
0.0547,0.1301,35.64,8.2706,16.0543,2.8425,0.9342,0.1718,4.4106,0.5362,0.1443,0.02,0.8679,0.0788,0.0368,0.0029,0.0136,0.4778,0.713
0.0487,0.3725,46.4626,14.132,16.228,2.0925,0.9332,0.007,5.962,0.6955,0.0618,0.02,0.811,0.041,0.0666,0.0782,0.0032,0.1846,0.9391
0.2834,0.2981,25.616,11.5312,6.021,2.1634,0.8459,0.1122,5.2747,0.4562,0.1731,0.02,0.8256,0.0484,0.0688,0.0372,0.02,0.9786,0.1831
0.3331,0.3089,15.2347,9.3498,17.2592,2.1886,0.107,0.9928,9.2207,0.9834,0.7547,0.02,0.7888,0.0877,0.0029,0.0465,0.0742,0.6932,0.292
0.0657,0.1289,33.6718,3.4533,6.5327,0.4923,0.3468,0.4172,8.0967,0.5172,0.2513,0.02,0.8713,0.0358,0.0405,0.0481,0.0043,0.1879,0.1256
0.0527,0.0217,49.1646,13.4773,10.7575,2.8209,0.46,0.1857,7.216,0.8326,0.9995,0.02,0.9091,0.0149,0.0176,0.0222,0.0362,0.9183,0.6115
0.2924,0.0642,57.8114,11.5018,15.8367,1.2818,0.922,0.9648,2.6334,0.9393,0.085,0.02,0.7653,0.0388,0.0916,0.075,0.0292,0.1739,0.0203
0.1361,0.0903,55.3027,11.3686,8.3609,2.6358,0.061,0.3822,2.2881,0.269,0.7359,0.02,0.823,0.0428,0.0556,0.0619,0.0167,0.8726,0.0451
0.3907,0.3104,22.8085,12.1837,4.5576,2.407,0.778,0.5439,2.4926,0.9794,0.0443,0.02,0.8642,0.0454,0.0459,0.0183,0.0262,9e-04,0.8332
0.4347,0.1574,31.9928,8.437,14.2217,2.1758,0.4376,0.0815,3.5983,0.0213,0.5058,0.02,0.8233,0.0576,0.0172,0.0395,0.0625,0.9249,0.5307
0.0381,0.3053,32.6962,11.9803,11.2483,0.3428,0.0726,0.7031,8.3241,0.7513,0.6833,0.02,0.8425,0.0285,0.0462,0.0323,0.0505,0.7658,0.6294
0.2439,0.0755,26.5483,10.2715,8.871,1.3737,0.4354,0.9821,8.0153,0.4013,0.6484,0.02,0.7834,0.0739,0.048,0.0851,0.0095,0.7489,0.4507
0.41,0.1198,56.5085,15.0527,16.5036,0.5387,0.7361,0.1102,3.5497,0.4521,0.4614,0.02,0.9205,0.0243,0.0244,0.0141,0.0167,0.2048,0.7075
0.3579,0.3654,44.9902,5.9792,3.1723,0.2018,0.7651,0.5278,8.1682,0.6498,0.7717,0.02,0.8552,0.0632,0.0186,0.0181,0.0449,0.6232,0.669
0.0056,0.2249,16.1101,12.8046,13.9117,0.5003,0.1969,0.1183,7.6459,0.4247,0.7244,0.02,0.8235,0.0496,0.0157,0.0366,0.0746,0.8554,0.4956
0.3145,0.4072,57.3098,12.4353,16.1315,1.6921,0.2171,0.7244,0.2819,0.1937,0.7714,0.02,0.7978,0.045,0.0315,0.0626,0.0631,0.5129,0.0765
0.2219,0.2779,44.5906,3.3974,11.0094,1.6598,0.8438,0.0897,4.039,0.8986,0.8306,0.02,0.8192,0.0622,0.0109,0.0461,0.0617,0.8502,0.6401
0.09,0.3906,46.8386,11.4562,2.5179,0.6634,0.4022,0.3903,5.3664,0.2939,0.2644,0.02,0.7901,0.0634,0.0238,0.0708,0.0518,0.965,0.0195
0.1136,0.1697,36.7142,9.6459,4.2852,1.2923,0.8187,0.5353,9.2244,0.022,0.7307,0.02,0.8289,0.081,0.0201,0.007,0.0631,0.6328,0.0015
0.3721,0.1081,28.886,7.4475,3.792,1.811,0.8449,0.9298,2.2057,0.9359,0.5108,0.02,0.7923,0.0837,0.0553,0.0512,0.0176,0.2575,0.972
0.3006,0.0979,26.0332,5.1955,16.0718,1.2103,0.0344,0.1989,8.2832,0.8059,0.0976,0.02,0.7646,0.029,0.0735,0.0495,0.0834,0.708,0.3573
0.0838,0.0178,29.9094,12.3254,13.9772,2.3513,0.9162,0.7296,4.3426,0.5663,0.6907,0.02,0.8346,0.0792,0.01,0.016,0.0602,0.927,0.3362
0.4042,0.2746,44.695,3.8694,12.0605,0.5377,0.5001,0.8383,2.2564,0.2994,0.0393,0.02,0.7801,0.0225,0.064,0.0582,0.0752,0.5643,0.3807
0.2942,0.1231,57.3156,17.5439,16.0793,2.8227,0.0598,0.7088,2.4533,0.36,0.5814,0.02,0.8046,0.0319,0.0512,0.0832,0.0291,0.2742,0.3973
0.4957,0.2382,31.4807,3.2504,16.8086,0.3667,0.978,0.891,3.1035,0.4777,0.1262,0.02,0.8885,0.0361,0.0382,0.0323,0.0049,0.0561,0.0376
0.4856,0.4629,60.8243,7.139,14.4912,1.4749,0.8397,0.547,1.4941,0.8084,0.0314,0.02,0.8661,0.0783,0.0039,0.0145,0.0372,0.9712,0.7967
0.096,0.1856,33.8215,10.8594,14.6151,1.0249,0.3398,0.9855,8.039,0.6759,0.5303,0.02,0.8509,0.0154,0.0571,0.0632,0.0135,0.9588,0.8744
0.3094,0.2412,40.682,4.1461,11.5768,1.3942,0.5157,0.8119,6.6592,0.1534,0.4357,0.02,0.867,0.011,0.033,0.0117,0.0773,0.6166,0.7269
0.4965,0.1435,29.391,12.144,17.9292,2.6477,0.8745,0.9147,8.593,0.6378,0.2915,0.02,0.8127,0.0747,0.0121,0.0286,0.0719,0.7807,0.6305
0.2407,0.2123,34.2423,9.2727,8.2289,0.2486,0.6419,0.8218,6.6534,0.0075,0.6783,0.02,0.751,0.0732,0.0402,0.0679,0.0678,0.1632,0.9942
0.1534,0.1908,42.6242,15.3205,16.9795,1.7539,0.2017,0.5683,0.9135,0.2215,0.2171,0.02,0.8208,0.0439,0.0306,0.082,0.0227,0.0559,0.7782
0.4294,0.1895,58.4134,10.7867,17.0732,0.9523,0.7175,0.9248,8.2851,0.5,0.5378,0.02,0.7828,0.0199,0.054,0.0538,0.0895,0.6348,0.9062
0.3394,0.1168,49.4553,9.7437,16.0724,0.1529,0.5169,0.4458,8.7553,0.4957,0.313,0.02,0.8448,0.0085,0.0742,0.0064,0.0661,0.0296,0.068
0.4661,0.2972,54.7382,15.7579,5.0372,2.7317,0.2231,0.6314,7.8784,0.8715,0.4473,0.02,0.765,0.0654,0.0693,0.0848,0.0156,0.8056,0.4868
0.425,0.1384,24.3254,13.0242,2.3395,1.6661,0.9819,0.2036,1.6217,0.9321,0.5671,0.02,0.8172,0.0102,0.0605,0.0683,0.0437,0.2831,0.2338
0.1259,0.4816,46.5567,14.4174,6.9786,1.7553,0.143,0.0065,0.6123,0.9575,0.5779,0.02,0.7809,0.0294,0.0556,0.0765,0.0576,0.3609,0.8991
0.1298,0.0909,44.881,9.0802,10.8713,1.8354,0.145,0.274,5.548,0.004,0.6767,0.02,0.844,0.058,0.0092,0.0216,0.0672,0.7954,0.0028
0.2537,0.3291,19.5183,17.4562,12.371,2.9984,0.5643,0.4837,7.6832,0.2955,0.3971,0.02,0.7435,0.0571,0.0774,0.0454,0.0766,0.8208,0.9808
0.3872,0.1307,52.3895,14.3183,5.5893,1.8189,0.8927,0.3947,8.4518,0.8519,0.0125,0.02,0.8395,0.0832,0.0335,0.0351,0.0086,0.6954,0.4066
0.2898,0.1725,49.0488,17.3407,7.7599,2.6675,0.5669,0.0431,1.5473,0.9305,0.9053,0.02,0.8123,0.0621,0.0634,0.0527,0.0095,0.844,0.9555
0.4233,0.4706,43.4711,14.7257,11.3966,2.3872,0.6484,0.6516,5.9387,0.5407,0.0274,0.02,0.7731,0.0012,0.0827,0.0607,0.0823,0.3821,0.8423
0.1943,0.4561,54.182,2.7192,4.0219,2.6341,0.4684,0.8894,0.8951,0.3814,0.1147,0.02,0.7619,0.0516,0.0678,0.0838,0.0349,0.5829,0.7406
0.4744,0.0789,46.858,6.4034,5.3307,2.1798,0.6833,0.4987,5.4547,0.804,0.1095,0.02,0.8471,0.0833,0.0155,0.0143,0.0398,0.0675,0.378
0.0882,0.0298,39.7027,12.3642,4.8588,2.2236,0.1116,0.2447,2.3932,0.2994,0.916,0.02,0.8763,0.0297,0.0697,0.0059,0.0184,0.3272,0.997
0.0644,0.0356,30.1669,12.9725,10.4336,1.7726,0.9063,0.8959,0.7768,0.1548,0.0859,0.02,0.7735,0.0188,0.0626,0.0678,0.0773,0.1807,0.1652
0.1572,0.4336,56.4434,12.9893,6.2389,2.0651,0.5726,0.9005,5.1867,0.4958,0.8203,0.02,0.8592,0.0355,0.0085,0.0398,0.0569,0.9311,0.8144
0.0533,0.4532,55.0213,16.213,2.8766,0.1018,0.373,0.7513,1.3824,0.4754,0.286,0.02,0.7825,0.0881,0.0373,0.0418,0.0503,0.8092,0.1312
0.4297,0.3728,44.6662,6.1081,2.8814,1.8891,0.9149,0.2264,2.9145,0.7493,0.9894,0.02,0.8134,0.0458,0.0419,0.0613,0.0376,0.4996,0.2112
0.4367,0.1372,44.5412,5.1319,10.9774,1.0052,0.8673,0.811,8.6467,0.1159,0.9205,0.02,0.8339,0.0639,0.0445,0.014,0.0437,0.5672,0.1426
0.1832,0.2864,48.4752,7.2838,4.6107,1.4043,0.4789,0.5779,0.3084,0.3068,0.4709,0.02,0.8022,0.038,0.0399,0.0363,0.0837,0.5356,0.7974
0.3898,0.3323,53.7957,7.2347,13.1821,1.1181,0.912,0.4294,4.8699,0.5088,0.7713,0.02,0.7652,0.0305,0.0436,0.0774,0.0832,0.1831,0.8258
0.0388,0.417,57.1815,5.4383,13.0104,0.4565,0.1906,0.3985,4.8633,0.6448,0.2147,0.02,0.7965,0.0533,0.0465,0.0718,0.0319,0.4893,0.9485
0.3562,0.0157,42.1064,17.1309,12.8605,1.6522,0.2292,0.0908,9.2849,0.0789,0.3609,0.02,0.8349,0.0335,0.0143,0.0495,0.0678,0.7426,0.8729
0.3813,0.0155,31.8774,11.8834,3.1165,2.9854,0.25,0.5819,4.3576,0.2179,0.4215,0.02,0.7468,0.0749,0.0593,0.0555,0.0634,0.8417,0.5435
0.0482,0.4514,17.688,15.971,14.7767,0.731,0.8717,0.01,8.0338,0.7132,0.0446,0.02,0.8726,0.0202,0.0278,0.0014,0.0781,0.8393,0.5815
0.2269,0.0103,42.3274,12.8783,3.9025,2.9273,0.5405,0.8184,0.8542,0.0106,0.0293,0.02,0.8678,0.0456,0.0451,0.0095,0.0321,0.6017,0.7336
0.4925,0.4877,33.5509,13.2896,5.843,2.3862,0.1345,0.8723,3.9128,0.6229,0.1367,0.02,0.8863,0.0429,0.0475,0.0232,1e-04,0.155,0.1701
0.2472,0.355,38.4892,4.8982,13.9334,0.4714,0.9167,0.678,9.4631,0.9442,0.0067,0.02,0.912,0.0119,0.0461,0.0177,0.0123,0.5355,0.4309
0.4192,0.2008,21.237,9.3508,14.277,2.7658,0.1561,0.2604,9.4099,0.8374,0.5859,0.02,0.804,0.0675,0.059,0.0497,0.0198,0.6723,0.186
0.3658,0.0776,29.0107,8.2173,12.8673,2.8409,0.4096,0.1471,4.0492,0.013,0.5528,0.02,0.8152,0.0725,0.0514,0.0444,0.0164,0.9299,0.5791
0.303,0.118,60.3222,6.3532,9.6587,2.3773,0.2597,0.1036,0.5635,0.4897,0.198,0.02,0.8071,0.0404,0.0429,0.0342,0.0753,0.3116,0.7475
0.4024,0.1448,19.093,6.8726,14.6337,2.3663,0.0848,0.6029,6.8349,0.5462,0.5826,0.02,0.86,0.0375,0.0193,0.0062,0.077,0.434,0.9634
0.4823,0.2835,25.5487,6.3889,12.4619,0.1641,0.2838,0.1451,6.4598,0.105,0.6459,0.02,0.8038,0.0488,0.0232,0.0646,0.0596,0.2621,0.1658
0.367,0.0732,52.4787,17.0029,11.5695,2.2137,0.9113,0.8551,7.5736,0.6547,0.2061,0.02,0.8325,0.0648,0.0202,0.0811,0.0015,0.0486,0.928
0.2373,0.4327,42.4855,4.4908,17.4827,0.4688,0.4349,0.7411,5.1369,0.1146,0.8327,0.02,0.7925,0.0418,0.0612,0.0325,0.072,0.9857,0.845
0.2608,0.4748,54.7583,8.0558,15.2791,1.7354,0.0428,0.1466,3.5298,0.8982,0.3456,0.02,0.8137,0.0744,0.0329,0.0438,0.0351,0.293,0.6747
0.3998,0.0994,25.3962,6.775,2.5266,1.6857,0.9146,0.9406,4.6497,0.1092,0.3774,0.02,0.8166,0.0324,0.0497,0.0932,0.0082,0.7241,0.3673
0.2132,0.2048,34.3612,10.1449,13.1652,1.2795,0.1856,0.4946,7.1216,0.8961,0.1174,0.02,0.8504,0.0695,0.0378,0.0074,0.0349,0.6535,0.792
0.2999,0.1161,33.8428,6.7296,6.1496,0.8015,0.9218,0.6362,2.903,0.3607,0.5772,0.02,0.8631,0.0097,0.0246,0.0087,0.0938,0.4428,0.7629
0.0553,0.0256,26.4979,10.8925,13.1284,1.1423,0.8664,0.2546,5.8233,0.1073,0.939,0.02,0.7559,0.0284,0.0855,0.0856,0.0446,0.1018,0.9177
0.4351,0.3575,31.0716,10.5116,2.0809,1.8463,0.1133,0.4027,3.5978,0.3791,0.5015,0.02,0.7919,0.0046,0.0959,0.0363,0.0713,0.7881,0.9301
0.0173,0.2455,23.5376,17.3566,3.7432,0.1134,0.4108,0.3503,8.3543,0.7681,0.0728,0.02,0.863,0.0189,0.0125,0.0651,0.0405,0.5146,0.5653
0.1172,0.2542,35.6372,3.6052,5.1722,0.8204,0.6447,0.2845,6.8322,0.3609,0.4745,0.02,0.8683,0.0128,0.0037,0.0562,0.059,0.4111,0.1814
0.1404,0.0042,14.4907,6.6903,13.8502,0.3108,0.9948,0.6266,3.8088,0.3912,0.8842,0.02,0.9153,0.0113,0.0441,0.0199,0.0094,0.5422,0.6554
0.1438,0.2246,55.7124,7.4863,4.4133,1.8143,0.8286,0.6298,9.1048,0.5149,0.2791,0.02,0.7487,0.0573,0.0365,0.0733,0.0841,0.0746,0.0161
0.4306,0.182,27.397,10.3309,11.896,2.4304,0.8528,0.5388,6.8197,0.6111,0.6562,0.02,0.8929,0.0441,0.009,0.0447,0.0094,0.3765,0.0686
0.4978,0.292,51.2827,3.9098,2.6006,1.8899,0.5976,0.3132,2.204,0.835,0.709,0.02,0.7945,0.0071,0.0494,0.0653,0.0836,0.5706,0.7646
0.1122,0.1223,39.5189,6.1882,10.8369,2.1626,0.2534,0.1739,2.7395,0.5709,0.3249,0.02,0.7895,0.0708,0.003,0.0481,0.0887,0.7534,0.476
0.3163,0.2621,25.3379,15.3641,7.2802,1.022,0.9008,0.255,0.8467,0.0544,0.2106,0.02,0.7944,0.0778,0.0353,0.0094,0.0831,0.9958,0.9059
0.2939,0.1492,40.7655,8.9011,13.1596,2.935,0.285,0.2064,6.8229,0.0269,0.5698,0.02,0.8334,0.0655,0.0232,0.0695,0.0084,0.7902,0.9354
0.1899,0.1308,43.9086,3.9585,14.2869,1.8941,0.1696,0.4644,0.5678,0.0251,0.6882,0.02,0.817,0.0847,0.0179,0.0206,0.0597,0.716,0.4273
0.2671,0.4273,59.2777,10.4742,16.7968,1.9043,0.1885,0.0608,1.934,0.2421,0.6827,0.02,0.7919,0.0178,0.0359,0.0777,0.0766,0.704,0.3342
0.2862,0.2935,26.3128,2.2759,9.9179,1.6173,0.067,0.5931,8.2003,0.5745,0.3757,0.02,0.8574,0.0308,0.013,0.0874,0.0114,0.3156,0.6629
0.4167,0.2262,53.5646,17.0268,4.4113,1.0611,0.5374,0.1468,3.4423,0.8029,0.1154,0.02,0.8852,0.0583,0.0113,0.0399,0.0053,0.0301,0.5314
0.1029,0.2727,35.9037,13.8363,2.1143,2.2477,0.3919,0.1855,6.5396,0.7491,0.0183,0.02,0.8786,0.0625,0.0519,5e-04,0.0064,0.2284,0.032
0.2994,0.0837,49.4909,6.558,11.0716,0.5639,0.1949,0.5928,1.5708,0.8752,0.2592,0.02,0.8563,0.0155,0.0574,2e-04,0.0706,0.1317,0.4368
0.076,0.4823,25.4093,16.1014,6.3434,0.9783,0.9309,0.7866,5.7737,0.7104,0.9779,0.02,0.8402,0.0674,0.0729,0.0014,0.0182,0.495,0.9994
0.0112,0.4038,21.3038,14.4233,15.4873,2.3756,0.1609,0.8654,6.8214,0.9847,0.6025,0.02,0.7307,0.0468,0.0688,0.0805,0.0732,0.6486,0.4543
0.154,0.3814,53.7848,7.0131,13.9153,1.0947,0.9062,0.852,6.2922,0.462,0.7665,0.02,0.7952,0.0704,0.0242,0.0515,0.0588,0.1142,0.7252
0.1426,0.133,21.4627,6.7715,6.0137,0.1345,0.3327,0.8023,6.427,0.9293,0.2217,0.02,0.8358,0.0741,0.0297,0.0492,0.0112,0.7455,0.9434
0.3539,0.1313,25.4681,2.3789,14.1249,2.5757,0.9592,0.6836,6.484,0.0799,0.8535,0.02,0.8428,0.0126,0.0294,0.05,0.0652,0.3792,0.5761
0.0628,0.4648,57.0275,13.8636,14.9909,2.6754,0.4396,0.4498,6.9923,0.5522,0.8369,0.02,0.8313,0.0323,0.0372,0.0853,0.0139,0.8854,0.6458
0.3533,0.2453,25.2519,11.8164,3.4928,1.5006,0.1401,0.1859,9.6979,0.3575,0.1442,0.02,0.8434,0.0142,0.0677,0.0268,0.048,0.2785,0.1786
